host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified
423131,Robin,04-03-2011,"Austin, Texas, United States",within an hour,100,100,TRUE,East Downtown,1,TRUE,TRUE
423840,Marcus,05-03-2011,"Austin, Texas, United States",within an hour,100,97,TRUE,Hyde Park,1,TRUE,TRUE
2157243,Sean,17-04-2012,"Austin, Texas, United States",within an hour,100,99,TRUE,Barton Hills,7,TRUE,TRUE
425706,Robert,06-03-2011,"Austin, Texas, United States",within an hour,100,93,TRUE,Windsor Park,7,TRUE,FALSE
428883,Beau,07-03-2011,"Austin, Texas, United States",within an hour,100,96,TRUE,Bouldin Creek,1,TRUE,TRUE
430091,Shawn,08-03-2011,"Austin, Texas, United States",,,,FALSE,East Downtown,2,TRUE,TRUE
436771,Merlyn,11-03-2011,"Austin, Texas, United States",,,,FALSE,Old West Austin,1,TRUE,FALSE
445746,Kimberly,16-03-2011,US,,,80,FALSE,Windsor Park,1,TRUE,FALSE
456230,Michele,22-03-2011,"Austin, Texas, United States",within an hour,100,93,TRUE,Highland,1,TRUE,TRUE
321037,Lucien,17-12-2010,"Austin, Texas, United States",,,,FALSE,West Campus,2,TRUE,TRUE
487072,Greg & Amanda,05-04-2011,"Austin, Texas, United States",within a few hours,96,89,TRUE,Wooten,10,TRUE,FALSE
236847,Lester,16-09-2010,"Austin, Texas, United States",within an hour,100,80,FALSE,Travis Heights,1,TRUE,TRUE
213651,Daniel,26-08-2010,"Austin, Texas, United States",within an hour,100,99,TRUE,Zilker,2,TRUE,TRUE
543367,Mary,28-04-2011,"Seguin, Texas, United States",within an hour,100,91,TRUE,Galindo,2,TRUE,TRUE
578211,Pete,11-05-2011,"Austin, Texas, United States",within an hour,100,98,TRUE,Hyde Park,9,TRUE,TRUE
634580,Morrie And Rachel,27-05-2011,"Austin, Texas, United States",within a few hours,100,65,TRUE,,2,TRUE,TRUE
475506,Dan,31-03-2011,"Austin, Texas, United States",a few days or more,33,73,FALSE,University of Texas,1,TRUE,TRUE
741170,Scott,24-06-2011,"Austin, Texas, United States",within an hour,100,25,FALSE,Barton Hills,1,TRUE,TRUE
760426,Lis,29-06-2011,"Austin, Texas, United States",within an hour,100,100,FALSE,Barton Hills,2,TRUE,TRUE
347068,Particular Properties,14-01-2011,"Austin, Texas, United States",within an hour,100,100,TRUE,Galindo,3,TRUE,TRUE
628942,Marnie,26-05-2011,"Austin, Texas, United States",within a day,100,11,FALSE,Rollingwood,1,TRUE,FALSE
835236,Jenny,18-07-2011,"Austin, Texas, United States",within an hour,100,100,TRUE,Highland,1,TRUE,TRUE
518748,Rachel,18-04-2011,"Austin, Texas, United States",within a day,90,45,TRUE,South Lamar,3,TRUE,TRUE
951551,Lori,10-08-2011,"Austin, Texas, United States",within a few hours,100,60,FALSE,Zilker,1,TRUE,TRUE
989596,John,18-08-2011,"Austin, Texas, United States",within an hour,100,100,TRUE,Travis Heights,2,TRUE,TRUE
729047,Tracy,21-06-2011,"Austin, Texas, United States",within a few hours,100,90,FALSE,Clarksville,1,TRUE,TRUE
1018853,Merri Gale & Donald,25-08-2011,"Austin, Texas, United States",within an hour,100,96,TRUE,East Riverside,1,TRUE,TRUE
1029071,Suzanne,28-08-2011,"Austin, Texas, United States",within an hour,100,100,TRUE,Govalle,2,TRUE,TRUE
1039968,Megan,30-08-2011,"Austin, Texas, United States",within a few hours,80,50,FALSE,Travis Heights,1,TRUE,TRUE
1109019,Kristi,04-09-2011,"Austin, Texas, United States",within a few hours,100,81,TRUE,Zilker,1,TRUE,FALSE
1129520,Paulette,08-09-2011,"Austin, Texas, United States",within an hour,100,56,TRUE,,1,TRUE,TRUE
1134580,Kalu,09-09-2011,"Austin, Texas, United States",,,,FALSE,Travis Heights,1,TRUE,TRUE
1157982,Lyon,14-09-2011,"Austin, Texas, United States",within a day,89,79,TRUE,East Downtown,4,TRUE,TRUE
1169129,David And Kristy,16-09-2011,"Austin, Texas, United States",within a few hours,100,58,TRUE,Hyde Park,1,TRUE,FALSE
51183342,Hunter,13-12-2015,"Austin, Texas, United States",,,,FALSE,East Downtown,15,TRUE,TRUE
1250939,Kerry,05-10-2011,"Austin, Texas, United States",within an hour,100,100,TRUE,Bouldin Creek,4,TRUE,TRUE
1246229,Elizabeth,04-10-2011,"Austin, Texas, United States",within an hour,100,99,TRUE,Holly,2,TRUE,TRUE
1298575,Gloria,16-10-2011,"Austin, Texas, United States",,,,FALSE,Windsor Park,1,TRUE,TRUE
1208485,Caitlin,25-09-2011,"Austin, Texas, United States",within a few hours,92,95,TRUE,Cesar Chavez,2,TRUE,TRUE
1327500,Brooks,23-10-2011,"Austin, Texas, United States",,,100,FALSE,St. Edwards,1,TRUE,TRUE
1418696,Kelsey,17-11-2011,"Austin, Texas, United States",within an hour,100,97,TRUE,Zilker,1,TRUE,FALSE
746455,Michael,26-06-2011,"Austin, Texas, United States",within an hour,100,83,FALSE,Clarksville,2,TRUE,TRUE
1465788,Michelle,02-12-2011,"Canyon Lake, Texas, United States",within an hour,100,57,TRUE,Rosewood,1,TRUE,TRUE
1471597,Teresa,04-12-2011,"Allen, Texas, United States",within a few hours,100,88,TRUE,,1,TRUE,TRUE
1523587,Dallas,21-12-2011,"Austin, Texas, United States",within an hour,96,82,FALSE,St. Edwards,26,TRUE,FALSE
1282837,Joseph,12-10-2011,"Austin, Texas, United States",within an hour,100,95,FALSE,West Congress,3,TRUE,TRUE
167892,Veronica,15-07-2010,"Austin, Texas, United States",within an hour,100,100,TRUE,Bouldin Creek,2,TRUE,TRUE
1566930,Chris,04-01-2012,"Austin, Texas, United States",within an hour,100,98,FALSE,East Downtown,0,TRUE,TRUE
1568741,Jim O',05-01-2012,"Austin, Texas, United States",within an hour,100,95,TRUE,East Congress,14,TRUE,TRUE
117233,Paige,02-05-2010,"Austin, Texas, United States",within a day,100,75,TRUE,East Downtown,1,TRUE,TRUE
1614097,Denise,16-01-2012,"Austin, Texas, United States",,,,FALSE,Long Canyon,1,TRUE,FALSE
1617870,John,17-01-2012,"Austin, Texas, United States",,,0,FALSE,South Manchaca,1,TRUE,TRUE
1626165,Gretchen,19-01-2012,"Webberville, Texas, United States",,,,FALSE,Bouldin Creek,1,TRUE,TRUE
1628379,Martina,19-01-2012,"Austin, Texas, United States",within a few hours,100,100,FALSE,Rosewood,1,TRUE,TRUE
814883,Kristen,13-07-2011,"Austin, Texas, United States",within an hour,99,100,TRUE,East Downtown,13,TRUE,TRUE
1640158,Jeremy,22-01-2012,"Austin, Texas, United States",,,,FALSE,East Downtown,1,TRUE,TRUE
1640172,Gary,22-01-2012,"Austin, Texas, United States",within an hour,100,99,TRUE,,2,TRUE,TRUE
1644741,Liz,23-01-2012,"Fair Oaks Ranch, Texas, United States",,,,FALSE,Barton Hills,1,TRUE,FALSE
1142525,James,11-09-2011,"Austin, Texas, United States",,,,FALSE,Barton Hills,1,TRUE,FALSE
3797734,Leslie And Dylan,08-10-2012,"Austin, Texas, United States",,,,FALSE,East Downtown,0,TRUE,TRUE
1654178,Erik,26-01-2012,"Austin, Texas, United States",,,,FALSE,Downtown,1,TRUE,TRUE
1660476,Mark,27-01-2012,US,within a day,88,0,FALSE,University of Texas,0,TRUE,FALSE
1666874,Abbie & Brian,29-01-2012,"Arroyo Seco, New Mexico, United States",within an hour,100,100,FALSE,Bouldin Creek,2,TRUE,FALSE
1665442,Lionel,28-01-2012,"Austin, Texas, United States",within an hour,100,96,TRUE,Allendale,1,TRUE,FALSE
1680871,Janet,31-01-2012,"Austin, Texas, United States",within a day,83,0,FALSE,Westlake Hills,1,TRUE,TRUE
880571,Angel,27-07-2011,"Austin, Texas, United States",within an hour,96,100,FALSE,East Downtown,5,TRUE,TRUE
1690383,Sandra,02-02-2012,"Austin, Texas, United States",,,,FALSE,,1,TRUE,FALSE
1698318,Virginia,04-02-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Tarrytown,1,TRUE,TRUE
372962,Kim,01-02-2011,"Austin, Texas, United States",within a few hours,100,83,TRUE,South First,1,TRUE,FALSE
608539,D,20-05-2011,"Austin, Texas, United States",,,,FALSE,Riverside Heights,1,TRUE,TRUE
1555683,Patrick,01-01-2012,"Austin, Texas, United States",within a day,100,0,FALSE,East Riverside,1,TRUE,TRUE
261883,Carolyn,14-10-2010,"Austin, Texas, United States",,,,FALSE,,1,TRUE,FALSE
1725752,Shanti,09-02-2012,"Austin, Texas, United States",within an hour,100,50,FALSE,Barton Hills,1,TRUE,TRUE
531267,Shelley,24-04-2011,"Austin, Texas, United States",within an hour,100,86,FALSE,Brentwood,6,TRUE,FALSE
1205884,Luke And Rachel,25-09-2011,"Austin, Texas, United States",,,,FALSE,East Downtown,1,TRUE,TRUE
1733004,Julie,10-02-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,South First,1,TRUE,FALSE
1735494,Steph And Crew,11-02-2012,"Austin, Texas, United States",within an hour,100,95,TRUE,East Downtown,3,TRUE,TRUE
1736662,Teresa,11-02-2012,"Austin, Texas, United States",within a day,100,0,FALSE,,1,TRUE,TRUE
1742984,Rachel,13-02-2012,"Austin, Texas, United States",within an hour,100,0,FALSE,MLK & 183,2,TRUE,TRUE
1744639,Darcy,13-02-2012,"Austin, Texas, United States",within a few hours,100,100,TRUE,East Downtown,1,TRUE,TRUE
1644218,Cecily,23-01-2012,"Austin, Texas, United States",,,,TRUE,Downtown,2,TRUE,TRUE
1751224,Whitney,14-02-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Travis Heights,1,TRUE,TRUE
1752493,Gigi,14-02-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Bouldin Creek,2,TRUE,FALSE
1761506,Doug & Savanna,16-02-2012,"Austin, Texas, United States",,,,TRUE,East Downtown,2,TRUE,FALSE
1761915,Charm,16-02-2012,"Austin, Texas, United States",within an hour,100,96,TRUE,Travis Heights,2,TRUE,TRUE
1594787,Dunstan,11-01-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Hancock,1,TRUE,TRUE
1763086,Debbie,16-02-2012,"Austin, Texas, United States",within an hour,100,63,TRUE,East Downtown,1,TRUE,TRUE
1763742,Amber,17-02-2012,"Austin, Texas, United States",,,,FALSE,Bouldin Creek,1,TRUE,TRUE
1975748,Meredith,20-03-2012,"Austin, Texas, United States",,,,FALSE,,7,TRUE,TRUE
1771402,Cindie,18-02-2012,"Austin, Texas, United States",within a few hours,100,75,FALSE,Tarrytown,2,TRUE,TRUE
1714818,Jessica,07-02-2012,"Austin, Texas, United States",within an hour,100,0,FALSE,Bouldin Creek,1,TRUE,TRUE
1782559,Julie,20-02-2012,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
1788349,Jeannie,21-02-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Travis Heights,2,TRUE,TRUE
1789494,Lara,21-02-2012,"Austin, Texas, United States",within an hour,100,97,TRUE,South Congress,1,TRUE,FALSE
1792021,Mykel,22-02-2012,"Austin, Texas, United States",,,,FALSE,,1,TRUE,TRUE
1795232,Sara,22-02-2012,"Austin, Texas, United States",,,,FALSE,East Downtown,1,TRUE,TRUE
2049988,Mike,01-04-2012,"Austin, Texas, United States",,,,FALSE,Old Enfield,1,TRUE,TRUE
1798140,Scott,23-02-2012,"Austin, Texas, United States",,,,FALSE,South Manchaca,1,TRUE,TRUE
1798084,Jeffrey,23-02-2012,"Austin, Texas, United States",,,0,FALSE,Travis Heights,1,TRUE,TRUE
1798834,Joan,23-02-2012,"Austin, Texas, United States",,,,FALSE,South Lamar,1,TRUE,FALSE
1801114,An,23-02-2012,"Austin, Texas, United States",,,100,FALSE,Clarksville,1,TRUE,TRUE
1805253,Trey,24-02-2012,"Austin, Texas, United States",,,,FALSE,Tarrytown,1,TRUE,FALSE
1805524,Jai,24-02-2012,"Austin, Texas, United States",,,,FALSE,Windsor Park,1,TRUE,TRUE
1806205,Varun,25-02-2012,"Austin, Texas, United States",within an hour,91,78,TRUE,Downtown,4,TRUE,TRUE
1808807,Renee,25-02-2012,"Austin, Texas, United States",within a few hours,100,96,TRUE,Zilker,4,TRUE,TRUE
1812799,Monica,26-02-2012,"Austin, Texas, United States",within an hour,100,96,TRUE,Hancock,1,TRUE,FALSE
1815367,Kathy,26-02-2012,"Austin, Texas, United States",,,,FALSE,Dawson,1,TRUE,FALSE
1831617,Chris,29-02-2012,US,,,,FALSE,Allendale,1,TRUE,FALSE
1840480,Scott & Sally,01-03-2012,"Austin, Texas, United States",within an hour,100,88,TRUE,Zilker,12,TRUE,FALSE
1839064,Adriana,01-03-2012,"Austin, Texas, United States",,,,FALSE,Old West Austin,1,TRUE,TRUE
871765,Bruce,26-07-2011,"Austin, Texas, United States",,,100,FALSE,,1,TRUE,TRUE
1841318,Alice,02-03-2012,"Austin, Texas, United States",within an hour,100,100,FALSE,North Loop,3,TRUE,TRUE
1845598,D.K.,02-03-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,East Downtown,1,TRUE,TRUE
1488733,Vacasa Texas,09-12-2011,"Austin, Texas, United States",within an hour,90,100,FALSE,Hancock,39,TRUE,TRUE
1854873,Alex,04-03-2012,"Austin, Texas, United States",within an hour,82,95,TRUE,MLK & 183,1,TRUE,FALSE
1855238,Caroline,04-03-2012,"Austin, Texas, United States",,,,TRUE,Hyde Park,1,TRUE,FALSE
1856695,John,04-03-2012,"Austin, Texas, United States",,,,FALSE,Tarrytown,1,TRUE,TRUE
1861886,Sarah,05-03-2012,"Nashville, Tennessee, United States",,,,FALSE,South First,1,TRUE,TRUE
1887493,Susan,08-03-2012,"Austin, Texas, United States",within an hour,100,71,FALSE,Travis Heights,4,TRUE,TRUE
1901242,Leslie,11-03-2012,"Austin, Texas, United States",within a few hours,100,100,FALSE,East Downtown,0,TRUE,TRUE
1652515,Cynthia,25-01-2012,"Austin, Texas, United States",within an hour,100,99,TRUE,Bouldin Creek,1,TRUE,TRUE
1726978,Benjamin,09-02-2012,"Eugene, Oregon, United States",,,,FALSE,South Congress,2,TRUE,TRUE
2061635,Carrie & Tyson,03-04-2012,"Austin, Texas, United States",within a few hours,100,78,FALSE,Mueller,0,TRUE,FALSE
1275188,Susie & Eoin,11-10-2011,"San Francisco, California, United States",within an hour,100,100,TRUE,South Congress,1,TRUE,TRUE
2141281,Melanie,14-04-2012,"Austin, Texas, United States",within an hour,100,93,TRUE,South Congress,4,TRUE,TRUE
2200336,Gretchen,23-04-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Westlake Hills,1,TRUE,TRUE
1021729,Nita,25-08-2011,"Austin, Texas, United States",within a few hours,100,95,FALSE,Brentwood,2,TRUE,TRUE
2354063,Marit,12-05-2012,"Austin, Texas, United States",,,0,FALSE,Barton Hills,0,TRUE,TRUE
1918269,Amanda,13-03-2012,"The Bronx, New York, United States",within a few hours,80,82,TRUE,South First,3,TRUE,FALSE
2402591,Jane,17-05-2012,"Austin, Texas, United States",within a few hours,100,79,TRUE,East Downtown,1,TRUE,TRUE
2476440,Michelle,27-05-2012,"Houston, Texas, United States",within a few hours,100,90,TRUE,Greater South River City,2,TRUE,TRUE
2511927,Amanda,31-05-2012,"Austin, Texas, United States",within an hour,100,100,FALSE,Old West Austin,1,TRUE,FALSE
793021,Steve,08-07-2011,"Austin, Texas, United States",within an hour,100,100,TRUE,,1,TRUE,FALSE
2546917,Clint,04-06-2012,"Austin, Texas, United States",,,,FALSE,,1,TRUE,FALSE
2546775,Rice,04-06-2012,"Austin, Texas, United States",within an hour,100,87,TRUE,University of Texas,1,TRUE,TRUE
2567934,Alexis,06-06-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Downtown,1,TRUE,FALSE
2507231,Kris,31-05-2012,"Austin, Texas, United States",within an hour,100,97,TRUE,Brentwood,2,TRUE,TRUE
2595932,Amber,10-06-2012,"Austin, Texas, United States",within an hour,100,94,TRUE,Zilker,2,TRUE,TRUE
2457470,Sharon,24-05-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,East Downtown,2,TRUE,TRUE
4335991,Karen,05-12-2012,"Austin, Texas, United States",within a few hours,100,100,TRUE,Barton Hills,5,TRUE,TRUE
2771838,Pamela,28-06-2012,"Austin, Texas, United States",,,0,FALSE,Barton Hills,1,TRUE,FALSE
2839795,Margo,05-07-2012,"Austin, Texas, United States",,,92,TRUE,Zilker,1,TRUE,TRUE
7976770,Andrew,06-08-2013,"Houston, Texas, United States",within an hour,100,99,FALSE,Bouldin Creek,5,TRUE,TRUE
2927288,Tracy,13-07-2012,"Austin, Texas, United States",within an hour,100,97,TRUE,South Congress,2,TRUE,TRUE
1280071,Alexis,12-10-2011,"Austin, Texas, United States",a few days or more,0,0,FALSE,North Shoal Creek,1,TRUE,TRUE
2546033,Adam,04-06-2012,"Austin, Texas, United States",within an hour,100,76,TRUE,Pecan Spings,1,TRUE,TRUE
10615,Simon And Sylvia,18-03-2009,"Austin, Texas, United States",,,83,TRUE,Bouldin Creek,2,TRUE,TRUE
2989106,Janet,19-07-2012,"Austin, Texas, United States",,,0,FALSE,Upper Boggy Creek,1,TRUE,TRUE
806961,Jim,11-07-2011,"Austin, Texas, United States",within an hour,100,99,TRUE,Cherrywood,3,TRUE,TRUE
2436512,Crystal,22-05-2012,"Austin, Texas, United States",within an hour,100,99,TRUE,East Downtown,9,TRUE,TRUE
3147504,Michelle,03-08-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Upper Boggy Creek,2,TRUE,TRUE
3158297,Tanner,04-08-2012,"Austin, Texas, United States",within a day,100,50,FALSE,Northwest Hills,1,TRUE,TRUE
552705,"Amanda (Marz, Nickname)",02-05-2011,"Austin, Texas, United States",within an hour,100,96,TRUE,West Austin,2,TRUE,TRUE
3179679,Jaz,06-08-2012,"San Luis Potosi, Mexico",,,,FALSE,,1,TRUE,TRUE
2033896,Leslie,29-03-2012,"Dripping Springs, Texas, United States",within a day,100,60,TRUE,,0,TRUE,TRUE
3222157,Tracey,10-08-2012,"Austin, Texas, United States",within a few hours,100,67,TRUE,Travis Heights,1,TRUE,TRUE
2076136,Kathleen,05-04-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Travis Heights,3,TRUE,TRUE
3262147,Perry,14-08-2012,"Austin, Texas, United States",within a day,100,0,FALSE,Downtown,1,TRUE,FALSE
3272031,Tom,15-08-2012,"Austin, Texas, United States",within a day,67,69,FALSE,,1,TRUE,TRUE
2831971,Fred And Kellner,04-07-2012,"Ridgway, Colorado, United States",within a day,100,90,TRUE,East Downtown,2,TRUE,TRUE
3333277,Gisela,21-08-2012,"Austin, Texas, United States",within a few hours,100,97,TRUE,Zilker,2,TRUE,TRUE
3343870,Brandon,22-08-2012,"Austin, Texas, United States",,,,FALSE,Downtown,1,TRUE,TRUE
265070,Lata,18-10-2010,"Austin, Texas, United States",within an hour,100,100,FALSE,,2,TRUE,FALSE
2350380,Nessa,11-05-2012,"Austin, Texas, United States",within a day,100,40,FALSE,Zilker,3,TRUE,TRUE
3382193,Ayann & Sebastian,26-08-2012,"San Francisco, California, United States",within a few hours,100,100,FALSE,Galindo,0,TRUE,TRUE
2885190,John & Carol,09-07-2012,"Austin, Texas, United States",within an hour,100,100,FALSE,South First,1,TRUE,FALSE
3389824,Raquel + Jacob,27-08-2012,"Austin, Texas, United States",,,63,FALSE,Downtown,3,TRUE,TRUE
3434065,Leia & Keri,31-08-2012,"Dripping Springs, Texas, United States",within an hour,100,100,TRUE,,3,TRUE,TRUE
3495665,Laura,06-09-2012,"Austin, Texas, United States",within an hour,100,81,FALSE,Clarksville,1,TRUE,TRUE
3509782,Meaghan,08-09-2012,"Austin, Texas, United States",,,0,FALSE,Northwest Hills,1,TRUE,TRUE
3539325,Garret,11-09-2012,"Austin, Texas, United States",within a day,100,46,FALSE,St. Edwards,8,TRUE,TRUE
3547591,Alana,12-09-2012,US,,,,FALSE,Travis Heights,1,TRUE,FALSE
3579720,Ryan,16-09-2012,"Austin, Texas, United States",,,,FALSE,South Congress,1,TRUE,TRUE
3584580,Katherine,16-09-2012,"Austin, Texas, United States",within an hour,100,85,TRUE,Rosedale,3,TRUE,TRUE
3587826,David,16-09-2012,"Austin, Texas, United States",,,,FALSE,West Congress,1,TRUE,FALSE
2697403,Sabrina,20-06-2012,"Austin, Texas, United States",,,,FALSE,Clarksville,1,TRUE,TRUE
3598921,David,17-09-2012,"Austin, Texas, United States",,,,FALSE,Balcones Civic Association,1,TRUE,FALSE
2207307,Elizabeth & Mike,23-04-2012,"Austin, Texas, United States",,,,TRUE,University of Texas,1,TRUE,TRUE
1376031,Whitney,06-11-2011,"Austin, Texas, United States",within an hour,100,75,FALSE,Travis Heights,1,TRUE,TRUE
3605974,Courtney,18-09-2012,"Austin, Texas, United States",,,,FALSE,Dawson,1,TRUE,TRUE
3608356,Larry,18-09-2012,"Austin, Texas, United States",within an hour,100,96,TRUE,Dawson,1,TRUE,TRUE
3619116,Amy,19-09-2012,"Austin, Texas, United States",within a day,67,95,TRUE,Riverside Heights,1,TRUE,TRUE
2548002,Trent,04-06-2012,"Austin, Texas, United States",within an hour,100,100,FALSE,Zilker,1,TRUE,TRUE
3626574,Bill,20-09-2012,"Austin, Texas, United States",within an hour,100,99,TRUE,Travis Heights,3,TRUE,TRUE
3644573,Topaz,22-09-2012,"Austin, Texas, United States",within an hour,100,99,FALSE,Govalle,0,TRUE,TRUE
1208231,Nadia,25-09-2011,"Austin, Texas, United States",,,,FALSE,South Lamar,1,TRUE,TRUE
3659932,Ken,24-09-2012,"Austin, Texas, United States",,,0,FALSE,,2,TRUE,TRUE
3295530,Susan,18-08-2012,"Austin, Texas, United States",,,75,TRUE,Galindo,1,TRUE,TRUE
3600437,Jake,18-09-2012,"Austin, Texas, United States",within an hour,100,100,FALSE,,1,TRUE,TRUE
2989155,Louis,19-07-2012,"Austin, Texas, United States",,,,FALSE,East Downtown,0,TRUE,TRUE
393905,David,15-02-2011,"Spicewood, Texas, United States",within an hour,100,100,TRUE,East Riverside,2,TRUE,TRUE
3718168,Caren,30-09-2012,"Austin, Texas, United States",within a few hours,100,52,TRUE,Mueller,0,TRUE,TRUE
3742380,Paola,03-10-2012,"Austin, Texas, United States",within a few hours,100,75,TRUE,Holly,0,TRUE,TRUE
3769789,Chris,05-10-2012,"VLG O THE HLS, Texas, United States",,,,FALSE,Westlake Hills,0,FALSE,TRUE
1013885,Tamara,24-08-2011,"Austin, Texas, United States",within an hour,100,99,TRUE,,1,TRUE,TRUE
3787052,Carol,07-10-2012,"Austin, Texas, United States",,,,FALSE,Galindo,0,TRUE,TRUE
3820555,Justin&Becca,10-10-2012,"Austin, Texas, United States",within an hour,100,99,TRUE,East Downtown,0,TRUE,TRUE
3837842,Catherine,11-10-2012,"Austin, Texas, United States",,,,FALSE,,0,TRUE,FALSE
3005855,Tami,21-07-2012,"Austin, Texas, United States",,,,FALSE,West Congress,1,TRUE,TRUE
3842544,Laura,11-10-2012,"Austin, Texas, United States",within a day,100,50,TRUE,,1,TRUE,FALSE
2862517,Robert,07-07-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Hyde Park,2,TRUE,TRUE
3893968,Scott,16-10-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,McKinney,0,TRUE,TRUE
3924382,Phillip,19-10-2012,"Austin, Texas, United States",within an hour,100,100,TRUE,Clarksville,1,TRUE,FALSE
3948329,James,22-10-2012,"Austin, Texas, United States",within an hour,100,86,TRUE,East Downtown,1,TRUE,TRUE
4005799,Gabe,29-10-2012,"Austin, Texas, United States",within a day,100,67,FALSE,Downtown,2,TRUE,TRUE
11762795,Mandi,29-01-2014,"Austin, Texas, United States",within a day,100,0,FALSE,Barton Hills,2,TRUE,TRUE
1795217,Stan,22-02-2012,"Austin, Texas, United States",within an hour,100,67,TRUE,Old West Austin,2,TRUE,FALSE
4022974,Mary K.,31-10-2012,"Austin, Texas, United States",,,,FALSE,Tarrytown,1,TRUE,TRUE
